category,description_cost,description_id,heatgenerated,instability,description_details,accuracymodifier,additionalimpactvfx,additionalimpactvfxscalex,additionalimpactvfxscaley,additionalimpactvfxscalez,aibattlevalue,alwaysindirectvisuals,ammocategoryid,ammunitiontypeid,amsdamage,amshitchance,aoecapable,aoedamage,aoeheatdamage,aoeinstability,aoerange,aparmorshardsmod,apcriticalchancemultiplier,apdamage,apmaxarmorthickness,armordamagemodifier,canbeexhaustedat,canthitunaffecedbypathing,chassistagsaccuracymodifiers_unit_powerarmor,chassistagsaccuracymodifiers_unit_vtol,clearminefieldradius,clusteringmodifier,colorchangerule,colorspeedchange,colorstable,criticalchancemultiplier,criticaldamagemodifier,damagemultiplier,damagepershot,damagevariance,description_name,description_purchasable,description_rarity,description_uiname,directfiremodifier,distantvariance,distantvariancereversed,evasivepipsignored,firedurationwithoutforest,fireonsuccesshit,fireterraincellradius,fireterrainchance,fireterrainstrength,flatjammingchance,hasshells,heatdamagepershot,heatgeneratedmodifier,hideifonlyvariant,hitgenerator,indirectfirecapable,isdamagemodifier,isdamagevariation,isstabilityvariation,longrange,maxmissradius,maxrange,maxshellsdistance,middlerange,minefield_aoedamage,minefield_aoeheat,minefield_aoeinstability,minefield_aoerange,minefield_canthitunaffecedbypathing,minefield_chance,minefield_count,minefield_damage,minefield_firedurationwithoutforest,minefield_fireonsuccesshit,minefield_fireterraincellradius,minefield_fireterrainchance,minefield_fireterrainstrength,minefield_heat,minefield_installcellrange,minefield_sfx,minefield_statuseffects,minefield_vfxmindistance,minefield_vfxprefab,minmissradius,minrange,minshellsdistance,missilehealth,projectilescale_x,projectilescale_y,projectilescale_z,projectilespeedmultiplier,projectilespershot,refiremodifier,shellsradius,shortrange,shotswhenfired,spreadrange,statuseffects,streak,tempdesignmaskcellradius,tempdesignmaskonimpact,tempdesignmaskonimpactturns,type,unguided,unseparateddamagemult,weaponeffectid
HeavyFlamer,0,Ammunition_HeavyFlamer_AOE,0,,Heavy Flamer Ammo,,,,,,,,,,,,1,5,10,,60,,,,,1,,,,,,,,,,,1,0.5,,,Heavy Flamer Ammo,0,0,AOE,,,,,,,,,,,,-10,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.98"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,Normal,,,
HeavyFlamer,0,Ammunition_HeavyFlamer,0,,Heavy Flamer Ammo,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Heavy Flamer Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.96"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,Normal,,,
LB10X,0,Ammunition_LB10X,0,,"Large caliber cluster rounds capable of dealing heavy damage, and designed to be used in an LB 10-X.",,,,,,,,LB10X,Normal,,,,,,,,,,,,1,,,,,,,,,,,1,,,,LB 10-X Ammo,0,0,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LB20X,0,Ammunition_LB20X,0,,"Massive cluster rounds, designed for devastating impact, to be used in an LB 20-X.",,,,,,,,LB20X,Normal,,,,,,,,,,,,1,,,,,,,,,,,1,,,,LB 20-X Ammo,0,0,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LB2X,0,Ammunition_LB2X,0,,Small caliber cluster ammunition designed for long range fire in an LB 2-X.,,,,,,,,LB2X,Normal,,,,,,,,,,,,1,,,,,,,,,,,1,,,,LB 2-X Ammo,0,0,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LB5X,0,Ammunition_LB5X,0,,"Moderate caliber cluster rounds, suitable for long range fire in an LB 5-X.",,,,,,,,LB5X,Normal,,,,,,,,,,,,1,,,,,,,,,,,1,,,,LB 5-X Ammo,0,0,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBX10,0,Ammunition_LBX10_SLUG,0,,Small caliber ammunition designed for long range fire in an AC/2.,,,,,,90,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,LBX/10 Ammo,0,0,Slug,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LBX10,0,Ammunition_LBX10_CLUSTER,0,-12,Small caliber ammunition designed for long range fire in an AC/2.,-1,,,,,60,,,,,,,,,,,,,,,1,,,,-3,,,,,,0.5,1,1.15,,,LBX/10 Ammo,0,0,Cluster,,,,1,,,,,,,1,,1,,Cluster,,1,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,9,,,,0,,,,,,,Normal,,0.8,
LBX10,0,Ammunition_LBX10_AOE,0,,Small caliber ammunition designed for long range fire in an AC/2.,,,,,,90,,,,,,1,45,,7,45,,,,,1,,,,,15,,,,,,1,,-45,,LBX/10 Ammo,0,0,HE,,,,,,,,,,0.16,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LBX10IntCluster,0,Ammunition_LBX10IntCluster,0,-12,Small caliber ammunition designed for long range fire in an AC/2.,-1,,,,,60,,,,,,,,,,,,,,,1,,,,-3,,,,,,0.5,1,1.15,,,LBX/10 Ammo,0,0,Cluster,,,,1,,,,,,,1,,1,,Cluster,,1,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,9,,,,0,,,,,,,Normal,,0.8,
LBX10IntSlug,0,Ammunition_LBX10IntSlug,0,,Small caliber ammunition designed for long range fire in an AC/2.,,,,,,90,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,LBX/10 Ammo,0,0,Slug,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LBX2,0,Ammunition_LBX2_SLUG,0,,Small caliber ammunition designed for long range fire in an AC/2.,,,,,,90,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,LBX/2 Ammo,0,0,Slug,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LBX2,0,Ammunition_LBX2_CLUSTER,0,-3,Small caliber ammunition designed for long range fire in an AC/2.,-1,,,,,60,,,,,,,,,,,,,,,1,,,,-3,,,,,,0.5,1,1.15,,,LBX/2 Ammo,0,0,Cluster,,,,1,,,,,,,1,,1,,Cluster,,1,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,1,,,,0,,,,,,,Normal,,0.8,
LBX2,0,Ammunition_LBX2_AOE,0,,Small caliber ammunition designed for long range fire in an AC/2.,,,,,,90,,,,,,1,19,,3,19,,,,,1,,,,,8,,,,,,1,,-19,,LBX/2 Ammo,0,0,HE,,,,,,,,,,0.08,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LBX20,0,Ammunition_LBX20_SLUG,0,,Small caliber ammunition designed for long range fire in an AC/2.,,,,,,90,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,LBX/20 Ammo,0,0,Slug,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LBX20,0,Ammunition_LBX20_CLUSTER,0,-22,Small caliber ammunition designed for long range fire in an AC/2.,-1,,,,,60,,,,,,,,,,,,,,,1,,,,-3,,,,,,0.5,1,1.15,0,,LBX/20 Ammo,0,0,Cluster,,,,1,,,,,,,1,,1,,Cluster,,1,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,9,,,,0,,,,,,,Normal,,0.8,
LBX20,0,Ammunition_LBX20_AOE,0,,Small caliber ammunition designed for long range fire in an AC/2.,,,,,,90,,,,,,1,75,,12,75,,,,,1,,,,,21,,,,,,1,,-75,,LBX/20 Ammo,0,0,HE,,,,,,,,,,0.2,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LBX20IntCluster,0,Ammunition_LBX20IntCluster,0,-22,Small caliber ammunition designed for long range fire in an AC/2.,-1,,,,,60,,,,,,,,,,,,,,,1,,,,,,,,,,0.5,1,1.15,0,,LBX/20 Ammo,0,0,Cluster,,,,1,,,,,,,1,,1,,Cluster,,1,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,9,,,,0,,,,,,,Normal,,0.8,
LBX20IntSlug,0,Ammunition_LBX20IntSlug,0,,Small caliber ammunition designed for long range fire in an AC/2.,,,,,,90,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,LBX/20 Ammo,0,0,Slug,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LBX5,0,Ammunition_LBX5_SLUG,0,,Small caliber ammunition designed for long range fire in an AC/2.,,,,,,90,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,LBX/5 Ammo,0,0,Slug,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LBX5,0,Ammunition_LBX5_CLUSTER,0,-9,Small caliber ammunition designed for long range fire in an AC/2.,-1,,,,,60,,,,,,,,,,,,,,,1,,,,-3,,,,,,0.5,1,1.15,,,LBX/5 Ammo,0,0,Cluster,,,,1,,,,,,,1,,1,,Cluster,,1,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,4,,,,0,,,,,,,Normal,,0.8,
LBX5,0,Ammunition_LBX5_AOE,0,,Small caliber ammunition designed for long range fire in an AC/2.,,,,,,90,,,,,,1,33,,5,33,,,,,1,,,,,8,,,,,,1,,-33,,LBX/5 Ammo,0,0,HE,,,,,,,,,,0.12,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LBX5IntCluster,0,Ammunition_LBX5IntCluster,0,-9,Small caliber ammunition designed for long range fire in an AC/2.,-1,,,,,60,,,,,,,,,,,,,,,1,,,,,,,,,,0.5,1,1.15,,,LBX/5 Ammo,0,0,Cluster,,,,1,,,,,,,1,,1,,Cluster,,1,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,4,,,,0,,,,,,,Normal,,0.8,
LBX5IntSlug,0,Ammunition_LBX5IntSlug,0,,Small caliber ammunition designed for long range fire in an AC/2.,,,,,,90,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,LBX/5 Ammo,0,0,Slug,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LGAUSS,0,Ammunition_LGAUSS,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Light Gauss Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LMG,0,Ammunition_LMG_Tracer,0,,Large bore belted ammunition for 'Mech-mounted machine guns.,-1,,,,,50,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,LMG Ammo,0,0,Tracer,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LMG,0,Ammunition_LMG_Incendiary,0,,Large bore belted ammunition for 'Mech-mounted machine guns.,,,,,,60,,,,,,,,,,,,,,,1,,,,,,,t0,,"[{""C"":""#DC143C"",""I"":5}]",,1,0.5,,,LMG Ammo,0,0,Incendiary,,,,,,,,0.01,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.98"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,Normal,,,
LMG,0,Ammunition_LMG_HE,0,,Large bore belted ammunition for 'Mech-mounted machine guns.,,,,,,70,,,,,,,,,,,,,,,0.5,,,,,,,,,,2,1,,,,LMG Ammo,0,0,HE,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LMG,0,Ammunition_LMG_AP,0,,Large bore belted ammunition for 'Mech-mounted machine guns.,,,,,,70,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,LMG Ammo,0,0,AP,,,,,,,,,,,,,1,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LMG,0,Ammunition_LMG,0,,Large bore belted ammunition for 'Mech-mounted machine guns.,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,LMG Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LRAC2,0,Ammunition_LRAC2_Precision,0,,Small caliber ammunition designed for long range fire in an AC/2.,,,,,,,,,,,,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#0000CD"",""I"":5}]",,1,,,,AC/2 Ammo,0,0,Precision,,,,1,,,,,,0.04,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,Normal,,,
LRAC2,0,Ammunition_LRAC2_Incendiary,0,,Small caliber ammunition designed for long range fire in an AC/2.,,,,,,90,,,,,,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#DC143C"",""I"":5}]",,1,0.4,,,AC/2 Ammo,0,0,Incendiary,,,,,,,,0.1,,0.04,,4,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""Description"":{""Details"":""This unit is coated with burning chemicals."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_InfernoRLHeat"",""Name"":""INFERNO""},""durationData"":{""clearedWhenAttacked"":false,""duration"":1,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""1"",""operation"":""Int_Subtract"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.97"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,Normal,,,
LRAC2,0,Ammunition_LRAC2_Flak,0,,Small caliber ammunition designed for long range fire in an AC/2.,2,,,,,,,,,,,,,,,,,,,,1,,,,-6,,,t0,5,"[{""C"":""#F3F34A"",""I"":5}]",,1,0.5,,,AC/2 Ammo,0,0,Flak,,,,,,,,,,0.04,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,Normal,,,
LRAC2,0,Ammunition_LRAC2_Caseless,0,,Small caliber ammunition designed for long range fire in an AC/2.,,,,,,,,,,,,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#FAED39"",""I"":5}]",,1,0.9,,,Rotary AC/2 Ammo,0,0,CL,,,,,,,,,,0.05,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LRAC2,0,Ammunition_LRAC2_AP,0,,Small caliber ammunition designed for long range fire in an AC/2.,1,,,,,,,,,,,,,,,,,0.5,2,,1,,,,,,,t0,5,"[{""C"":""#EE82EE"",""I"":5}]",-0.5,1,0.6,,,AC/2 Ammo,0,0,AP,,,,,,,,,,0.04,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LRAC2,0,Ammunition_LRAC2,0,,Small caliber ammunition designed for long range fire in an AC/2.,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Rotary AC/2 Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LRAC5,0,Ammunition_LRAC5_Precision,0,,"Moderate caliber rounds, suitable for long range fire in an AC/5.",,,,,,,,,,,,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#0000CD"",""I"":5}]",,1,,,,AC/5 Ammo,0,0,Precision,,,,1,,,,,,0.04,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,Normal,,,
LRAC5,0,Ammunition_LRAC5_Incendiary,0,,"Moderate caliber rounds, suitable for long range fire in an AC/5.",,,,,,90,,,,,,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#DC143C"",""I"":5}]",,1,0.4,,,AC/5 Ammo,0,0,Incendiary,,,,,,,,0.18,,0.06,,10,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""Description"":{""Details"":""This unit is coated with burning chemicals."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_InfernoRLHeat"",""Name"":""INFERNO""},""durationData"":{""clearedWhenAttacked"":false,""duration"":1,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""2"",""operation"":""Int_Subtract"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.96"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,Normal,,,
LRAC5,0,Ammunition_LRAC5_Flak,0,,"Moderate caliber rounds, suitable for long range fire in an AC/5.",1,,,,,,,,,,,,,,,,,,,,1,,,,-3,,,t0,5,"[{""C"":""#F3F34A"",""I"":5}]",,1,0.5,,,AC/5 Ammo,0,0,Flak,,,,,,,,,,0.04,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,Normal,,,
LRAC5,0,Ammunition_LRAC5_Caseless,0,,"Moderate caliber rounds, suitable for long range fire in an AC/5.",,,,,,,,,,,,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#FAED39"",""I"":5}]",,1,0.9,,,Rotary AC/5 Ammo,0,0,CL,,,,,,,,,,0.08,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LRAC5,0,Ammunition_LRAC5_AP,0,,"Moderate caliber rounds, suitable for long range fire in an AC/5.",1,,,,,,,,,,,,,,,,,0.5,4,,1,,,,,,,t0,5,"[{""C"":""#EE82EE"",""I"":5}]",-0.5,1,0.6,,,AC/5 Ammo,0,0,AP,,,,,,,,,,0.04,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LRAC5,0,Ammunition_LRAC5,0,,"Moderate caliber rounds, suitable for long range fire in an AC/5.",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Rotary AC/5 Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
LRM,0,Ammunition_LRM_Thunder_Inferno,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",5,,,,,,1,,,,,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#EC4794"",""I"":5}]",,1,0.1,,,LRM Ammo,0,0,Thunder-I,,,,,,,,,,,,1,1,,,,1,,,,40,,,,0,2,2,20,1,0.35,1,1,2,1,4,1,2,1,0,enum:AudioEventList_explosion.explosion_propane_tank,"[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.98"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",30,vfxNstPrtl_vehicleCrushed_A,5,,,1,,,,,,,,,,,,,,,,Normal,,,
LRM,0,Ammunition_LRM_Thunder_Augmented,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",5,,,,,,1,,,,,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#8A2BE2"",""I"":5}]",,1,0.8,,,LRM Ammo,0,0,Thunder-A,,,,,,,,,,,,,1,,,,1,,,,40,,,,2,0,2,30,1,0.5,2,2,0,1,,0.01,0,0,6,enum:AudioEventList_explosion.explosion_propane_tank,[],30,vfxNstPrtl_vehicleCrushed_A,5,,,2,,,,,,,,,,,,,,,,Normal,,,
LRM,0,Ammunition_LRM_Thunder,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",5,,,,,,1,,,,,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#BA55D3"",""I"":5}]",,1,0.3,,,LRM Ammo,0,0,Thunder,,,,,,,,,,,,,1,,,,1,,,,40,,,,2,0,2,20,1,0.3,1,3,,1,,0.01,,0,0,enum:AudioEventList_explosion.explosion_propane_tank,[],30,vfxNstPrtl_vehicleCrushed_A,5,,,2,,,,,,,,,,,,,,,,Normal,,,
LRM,0,Ammunition_LRM_Tandem,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",,,,,,,,,,,,,,,,,,,2,,1,,,,,,,t0,,"[{""C"":""#EE82EE"",""I"":5}]",,,0.9,,,LRM Ammo,0,0,Tandem,,,,,,,,,,0.35,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,Normal,,,
LRM,0,Ammunition_LRM_Swarm_I,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",,,,,,,1,,,,,1,3,,,30,,,,,1,,1,,,,,t0,,"[{""C"":""#F7FF00"",""I"":5}]",-0.7,1,0.4,,,LRM Ammo,0,0,Swarm-i,1,,,,,,,,,,,,1,,,,1,,,,20,,,,,,,,,,,,,,,,,,,,,,,5,,,3,,,,,,,,,,60,,,,,,Normal,,,
LRM,0,Ammunition_LRM_Swarm,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",,,,,,,1,,,,,1,2,,,30,,,,,1,,1,,,,,t0,5,"[{""C"":""#FAF43C"",""I"":5}]",-0.8,1,0.5,,,LRM Ammo,0,0,Swarm,2,,,,,,,,,,,,1,,,,1,,,,30,,,,,,,,,,,,,,,,,,,,,,,10,,,2,,,,,,,,,,45,,,,,,Normal,,,
