battlevalue,componentsubtype,componenttype,description_cost,description_id,inventorysize,prefabidentifier,tonnage,description_details,allowedlocations,ammoid,bonusvaluea,bonusvalueb,capacity,componenttags_items,componenttags_tagsetsourcefile,criticalcomponent,custom_bonusdescriptions,custom_category,custom_flags,custom_inventorysorter,description_icon,description_manufacturer,description_model,description_name,description_purchasable,description_rarity,description_uiname,disallowedlocations,statuseffects,custom_componentexplosion,custom_volatileammo,custom_trgbcolor,canexplode,custom_requiredcategory,custom_tag
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_HVAC_AC5""",1,"""""",1,"""Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_HVAC5""","""""","""""",16,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""HVAC5Ammo: 16""]}","[{""CategoryID"":""a/a/a/hvac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000020""}","""HVAC""","""Generic""","""HVAC5""","""HVAC/5 Ammo""",true,1,"""Ammo HVAC/5""","""All""",[],"{""ExplosionDamagePerAmmo"":45,""StabilityDamagePerAmmo"":12}",,,,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_Incendiary_AC5""",1,"""""",1,"""Incendiary ammunition can be used in standard autocannons and their lighter cousins. Developed by NAIS scientists from the Federated Suns, these autocannon rounds contained an Inferno warhead and were covered in a thin coat of magnesium. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_AC5_Incendiary""","""+100% Crit.""","""""",20,"[""component_type_variant"",""component_type_variant1""]","""""",false,"{""Bonuses"":[""HeatDamage: +18"",""ACDamage: -40%"",""Inferno: 9"",""AC5Ammo: 20"",""VolatileAmmo""]}","[{""CategoryID"":""a/a/a/ac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000006""}","""uixSvgIcon_ammoBox_Ballistic""","""Generic""","""AC5 INC""","""AC/5 Incendiary Ammo""",true,3,"""Ammo AC/5 [INC]""","""All""",[],"{""ExplosionDamagePerAmmo"":30,""HeatDamagePerAmmo"":27,""StabilityDamagePerAmmo"":8}","{""damageWeighting"":1}","{""Color"":""#DC143C"",""SkipText"":true}",,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_Incendiary_LRM_half""",1,"""""",0.5,"""Unlike Inferno Rounds, Incendiary Missile ammunition replaces parts of the explosive warhead with a cheaper non-gelled incendiary agent, one similar to phosphorous. While this effect is similar in principle to Inferno style rounds  the effect is heavily mitigated by atmospheric conditions. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_ILRM""","""-25%Dmg&Stab|""","""+1 Heat Dmg.""",60,"[""component_type_variant"",""component_type_variant1""]","""""",false,"{""Bonuses"":[""HeatDamage: +1"",""LRMDamage: -50%"",""MissileHP: 2"",""ILRMAmmo: 60"",""VolatileAmmo""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000040""}","""lrm""","""Generic""","""LRM-I""","""LRM Incendiary Ammo""",true,6,"""Ammo LRM [INC][Half]""","""All""",[],"{""ExplosionDamagePerAmmo"":2,""HeatDamagePerAmmo"":1,""StabilityDamagePerAmmo"":1}","{""damageWeighting"":0.8}","{""Color"":""#565B5B"",""SkipText"":true}",,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_InfernoFascam_ArrowIV""",1,"""""",1,"""FASCAM (Field Artillery Scatterable Mines) rounds, contains small but powerful anti-vehicle and anti-personnel mines which scatter out when fired,. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.\n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_ArrowIV_Fascam_Inferno""","""""","""""",10,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""Thunder"",""ThunderMines: 60"",""ThunderRadius: 60"",""ThunderChance: 70%"",""ThunderDamage: 2"",""ThunderHeatDamage: 2"",""MissileHP: 20"",""ArrowIVAmmo: 10"",""VolatileAmmo""]}","[{""CategoryID"":""a/m/t/arrowiv""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00051""}","""ArrowIV""","""Generic""","""ArrowIV""","""ArrowIV Ammo""",true,5,"""Ammo ArrowIV FASCAM Inferno""","""All""",[],"{""ExplosionDamagePerAmmo"":150,""StabilityDamagePerAmmo"":40}","{""damageWeighting"":1}",,,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_Inferno_Mortar""",1,"""""",1,"""Carrying a hefty payload of Inferno gel does this shell ingite an area around its impact. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_Mortar_Inferno""","""""","""""",40,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""AreaOfEffect: 45"",""AreaOfEffectDmg: 2"",""AreaOfEffectHeatDmg: 2"",""HeatDamage: 2"",""AlwaysStartsFireAnywhere"",""FireTerrainDuration: 2"",""FireTerrainStrength: 2"",""Inferno: 2"",""MortarDamage: -50%"",""MortarAmmo: 40"",""VolatileAmmo""]}","[{""CategoryID"":""a/a/o/mortar""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000060""}","""mortar""","""Generic""","""Mortar""","""Mortar Ammo""",true,5,"""Ammo Mortar Inferno""","""All""",[],"{""ExplosionDamagePerAmmo"":9,""HeatDamagePerAmmo"":8,""StabilityDamagePerAmmo"":2}","{""damageWeighting"":1}",,,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_Inferno_Sniper""",1,"""""",1,"""Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.\n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_Sniper_Inferno""","""""","""""",10,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""HeatDamage: +30"",""AreaOfEffectConversion: 80%"",""AreaOfEffect: 75"",""AreaOfEffectDmg: 35"",""AreaOfEffectSTABDmg: 15"",""AreaOfEffectHeatDmg: 35"",""AlwaysStartsFireAnywhere"",""FireTerrainSize: 60"",""FireTerrainDuration: 4"",""FireTerrainStrength: 15"",""SniperAmmo: 10"",""VolatileAmmo""]}","[{""CategoryID"":""a/a/o/artillery""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000052""}","""Artillery""","""Generic""","""Sniper""","""Sniper Ammo""",true,5,"""Ammo Sniper Inferno""","""All""",[],"{""ExplosionDamagePerAmmo"":100,""StabilityDamagePerAmmo"":25}","{""damageWeighting"":1}","{""Color"":""#DC143C"",""SkipText"":true}",,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_Inferno_Thumper""",1,"""""",1,"""Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_Thumper_Inferno""","""""","""""",20,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""HeatDamage: +25"",""AreaOfEffectConversion: 80%"",""AreaOfEffect: 45"",""AreaOfEffectDmg: 25"",""AreaOfEffectSTABDmg: 12"",""AreaOfEffectHeatDmg: 25"",""AlwaysStartsFireAnywhere"",""FireTerrainSize: 6"",""FireTerrainDuration: 4"",""FireTerrainStrength: 15"",""ScatterRadius: 30, 100"",""ThumperAmmo: 20"",""VolatileAmmo""]}","[{""CategoryID"":""a/a/o/artillery""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000053""}","""Artillery""","""Generic""","""Thumper""","""Thumper Ammo""",true,5,"""Ammo Thumper Inferno""","""All""",[],"{""ExplosionDamagePerAmmo"":35,""HeatDamagePerAmmo"":35,""StabilityDamagePerAmmo"":20}","{""damageWeighting"":1}",,,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_Inferno_iATM""",1,"""""",1,"""Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.\n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_iATM_Incendiary""","""""","""""",60,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""HeatDamage: +2"",""ATMDamage: -4"",""Inferno: 2"",""MissileHP: 3"",""iATMAmmo: 60""]}","[{""CategoryID"":""a/m/l/iatm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000045""}","""ATM""","""CLAN""","""iATM""","""iATM Ammo""",true,5,"""Ammo iATM Inferno""","""All""",[],"{""ExplosionDamagePerAmmo"":4,""HeatDamagePerAmmo"":3,""StabilityDamagePerAmmo"":1}",,"{""Color"":""#A22E2E"",""SkipText"":true}",,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_Inferno_iATM_half""",1,"""""",0.5,"""Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.\n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_iATM_Incendiary""","""""","""""",30,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""HeatDamage: +2"",""ATMDamage: -4"",""Inferno: 2"",""MissileHP: 3"",""iATMAmmo: 30""]}","[{""CategoryID"":""a/m/l/iatm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000045""}","""ATM""","""CLAN""","""iATM""","""iATM Ammo""",true,5,"""Ammo iATM Inferno [Half]""","""All""",[],"{""ExplosionDamagePerAmmo"":4,""HeatDamagePerAmmo"":3,""StabilityDamagePerAmmo"":1}",,"{""Color"":""#A22E2E"",""SkipText"":true}",,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_LBX_AOE_AC5""",1,"""""",1,"""In an attempt to Improve the Combat Profile of LBX AutoCannons RISC Engineers created a completely new HE Shell. It causes massive explosion around the Impact. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_LBX5_AOE""","""""","""""",20,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""AreaOfEffectConversion: 75"",""AreaOfEffect: 33"",""AmmoJAMFlat: 12%"",""LBX5AOEAmmo: 20"",""MineClearanceBoom: 1""]}","[{""CategoryID"":""a/a/a/lbx""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000014""}","""LBX""","""RISC""","""LBX5AOE""","""LBX5 AOE Ammo""",true,1,"""Ammo LBX/5 HE""","""All""",[],"{""ExplosionDamagePerAmmo"":45,""StabilityDamagePerAmmo"":12}",,,,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_LBX_SLUG_AC5""",1,"""""",1,"""Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_LBX5_SLUG""","""""","""""",20,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""LBX5SlugAmmo: 20""]}","[{""CategoryID"":""a/a/a/lbx""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000014""}","""LBX""","""Generic""","""LBX5SLUG""","""LBX5 Slug Ammo""",true,1,"""Ammo LBX/5 SLUG""","""All""",[],"{""ExplosionDamagePerAmmo"":45,""StabilityDamagePerAmmo"":12}",,,,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_ListenKill_LRM_half""",1,"""""",0.5,"""Listen-Kill (aka L-K) missile technology is an upgrade to missiles to improve their accuracy. This is achieved through a small computer and homing device in the missile's head that allows it to home in on the electronic noise of a BattleMech or tank. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_LRM_LK""","""""","""""",60,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""WpnAccuracy: +1"",""ListenKill: 35%"",""MissileHP: 2"",""LRMAmmo: 60""]}","[{""CategoryID"":""a/m/l/lrm""},{""CategoryID"":""LKMissile""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}","""lrm""","""Generic""","""LRM""","""LRM Ammo""",true,6,"""Ammo LRM L-K [Half]""","""All""",[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,"{""Color"":""#00BFFF"",""SkipText"":true}",,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_Precision_AC5""",1,"""""",1,"""Precision AC Ammo carries self-guided gyrojet shells increasing accuracy. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_AC5_Precision""","""""","""""",10,"[""component_type_variant"",""component_type_variant1""]","""""",false,"{""Bonuses"":[""PipsIgnored: 2"",""AC5Ammo: 10""]}","[{""CategoryID"":""a/a/a/ac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000006""}","""uixSvgIcon_ammoBox_Ballistic""","""Generic""","""AC5 Precision""","""AC/5 Precision Ammo""",true,3,"""Ammo AC/5 [PRE]""","""All""",[],"{""ExplosionDamagePerAmmo"":45,""StabilityDamagePerAmmo"":12}",,"{""Color"":""#0000CD"",""SkipText"":true}",,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_Protected_AC5""",1,"""""",1,"""C.A.S.E. ammunition bins are designed with blast plates facing away from vital components on a mech. Once sensors have detected an ammunition explosion the plate nearest to the outside is jettisoned. Resulting in much of the explosive potential to expand towards the free space outside and away from the mech.\n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_AC5""","""""","""""",15,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""Protected: 75%"",""AC5Ammo: 15""]}","[{""CategoryID"":""a/a/a/ac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000006""}","""uixSvgIcon_ammoBox_Ballistic""","""CASE'd""","""AC5""","""AC/5 Ammo""",true,2,"""Ammo AC/5 [SAFE]""","""All""",[],"{""ExplosionDamagePerAmmo"":11,""StabilityDamagePerAmmo"":3}",,,,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_Protected_LRM""",1,"""""",1,"""C.A.S.E. ammunition bins are designed with blast plates facing away from vital components on a mech. Once sensors have detected an ammunition explosion the plate nearest to the outside is jettisoned. Resulting in much of the explosive potential to expand towards the free space outside and away from the mech. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_LRM""","""""","""""",90,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""Protected: 75%"",""MissileHP: 2"",""LRMAmmo: 90""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}","""lrm""","""CASE'd""","""LRM""","""LRM Ammo""",true,5,"""Ammo LRM [SAFE]""","""All""",[],"{""ExplosionDamagePerAmmo"":1,""StabilityDamagePerAmmo"":1}",,,,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_Rifle_Heavy_APFSDS""",1,"""""",1,"""This ammunition is an attempt to make primitive Rifle weapons effective in the face of modern armor. Armor Piercing Fin Stabilized Discarding Sabot munitions have been used for centuries. Essentially a long heavy metal dart they punch through armor using kinetic energy alone; no explosive warhead is used. This means ammo explosions are less dangerous, but their damage decreases at long range. Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_RifleHeavy_APFSDS""","""""","""""",5,"[""component_type_stock"",""HRifleAmmo.{location}""]","""""",false,"{""Bonuses"":[""ArmorDmgMod: +60%"",""StructureDmgMod: -30%"",""DmgFallOff: 50%"",""VariableDmg: 25"",""Crits: +25%"",""Protected: 50%"",""HeavyRifleAmmo: 5""]}","[{""CategoryID"":""a/a/a/rifle""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000003""}","""rifle""","""Generic""","""Heavy Rifle""","""Heavy Rifle Ammo Sabot""",true,5,"""Ammo Heavy Rifle Sabot""","""All""",[],"{""ExplosionDamagePerAmmo"":30,""StabilityDamagePerAmmo"":8}",,"{""Color"":""#30723F"",""SkipText"":true}",,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_Rotary_AC5""",1,"""""",1,"""Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_RAC5""","""""","""""",15,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""RAC5Ammo: 15""]}","[{""CategoryID"":""a/a/a/rac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000023""}","""RotaryAC""","""Generic""","""H/RAC5""","""H/RAC/5 Ammo""",true,1,"""Ammo Heavy RAC/5""","""All""",[],"{""ExplosionDamagePerAmmo"":45,""StabilityDamagePerAmmo"":12}",,,,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_Rotary_Protected_AC2""",1,"""""",1,"""C.A.S.E. equipped ammunition bins are designed with blast plates facing away from vital components on a mech. Once sensors have detected an ammunition explosion, the plate nearest to the outside is jettisoned. Causing much of the explosive potential to expand towards the free space outside, and away from the mech. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_RAC2""","""""","""""",20,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""Protected: 75%"",""RAC2Ammo: 20""]}","[{""CategoryID"":""a/a/a/rac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000022""}","""RotaryAC""","""CASE'd""","""H/RAC2""","""H/RAC/2 Ammo""",true,5,"""Ammo Heavy RAC/2 SAFE""","""All""",[],"{""ExplosionDamagePerAmmo"":6,""StabilityDamagePerAmmo"":2}",,,,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_Shaped_Thumper_half""",1,"""""",0.5,"""A concentrated Shaped Charge is used to penetrate the Armor on Hard Targets, but it has a reduced blast radius compared to other explosives. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_Thumper_Shaped""","""""","""""",10,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""WpnAccuracy: +1"",""WpnCrits: x2"",""ThumperAmmo: 20""]}","[{""CategoryID"":""a/a/o/artillery""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000053""}","""Artillery""","""Generic""","""Thumper""","""Thumper Ammo""",true,6,"""Ammo Thumper Shaped Charge [Half]""","""All""",[],"{""ExplosionDamagePerAmmo"":75,""StabilityDamagePerAmmo"":20}",,,,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_Smoke_Mortar""",1,"""""",1,"""Smoke Mortar Shells leave a thick cloud with chaff that is nearly impossible to see through. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_Mortar_Smoke""","""""","""""",40,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""Smoke"",""ImpAccuracy: 2"",""Defense: 1"",""ImpSight: -50%"",""Visibility: -25%"",""AreaOfEffect: 60"",""MortarDamage: -90%"",""MortarAmmo: 40""]}","[{""CategoryID"":""a/a/o/mortar""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000060""}","""mortar""","""Generic""","""Mortar""","""Mortar Ammo""",true,5,"""Ammo Mortar Smoke""","""All""",[],"{""ExplosionDamagePerAmmo"":3,""HeatDamagePerAmmo"":2,""StabilityDamagePerAmmo"":1}",,,,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_Thunderbolt_TB20_MIRV""",1,"""""",1,"""This rare type of Thunderbolt ammo gives flexibility to large single-missile launchers for times when getting any hit is more important than hitting hard. After launch the missile separates into four independently seeing warheads each equivalent to a TBM5. If they lose their lock on the primary target they will attempt to acquire any nearby target. Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_TBOLT20_MIRV""","""""","""""",3,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""Airburst"",""AirburstPenalty: 20%"",""AirburstRange: 120"",""AMSChance: -10%"",""MissileHP: 12"",""TBOLT20Ammo: 3""]}","[{""CategoryID"":""a/m/t/thunderbolt""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000049""}","""thunderbolt""","""Generic""","""Thunderbolt""","""Thunderbolt 20 Ammo""",true,5,"""Ammo TBM 20 MIRV""","""All""",[],"{""ExplosionDamagePerAmmo"":100,""StabilityDamagePerAmmo"":24}",,,,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_Ultra_AC5""",1,"""""",1,"""Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_UAC5""","""""","""""",15,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""UAC5Ammo: 15""]}","[{""CategoryID"":""a/a/a/uac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000010""}","""UltraAC""","""Generic""","""UAC5""","""UAC/5 Ammo""",true,1,"""Ammo UAC/5""","""All""",[],"{""ExplosionDamagePerAmmo"":45,""StabilityDamagePerAmmo"":11}",,,,,
0,"""Ammunition""","""AmmunitionBox""",40000,"""Ammo_AmmunitionBox_Ultra_Protected_AC2""",1,"""""",1,"""C.A.S.E. ammunition bins are designed with blast plates facing away from vital components on a mech. Once sensors have detected an ammunition explosion the plate nearest to the outside is jettisoned. Resulting in much of the explosive potential to expand towards the free space outside and away from the mech. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_UAC2""","""""","""""",20,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""Protected: 75%"",""UAC2Ammo: 20""]}","[{""CategoryID"":""a/a/a/uac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000009""}","""UltraAC""","""CASE'd""","""UAC2""","""UAC/2 Ammo""",true,5,"""Ammo UAC/2 SAFE""","""All""",[],"{""ExplosionDamagePerAmmo"":6,""StabilityDamagePerAmmo"":1}",,,,,
0,"""Ammunition""","""AmmunitionBox""",36000,"""Ammo_AmmunitionBox_Rotary_AC10_half""",1,"""""",0.5,"""Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.\n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_RAC10""","""""","""""",4,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""RAC10Ammo: 4""]}","[{""CategoryID"":""a/a/a/rac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000024""}","""RotaryAC""","""Generic""","""RAC10""","""RAC/10 Ammo""",true,1,"""Ammo RAC/10 [Half]""","""All""",[],"{""ExplosionDamagePerAmmo"":60,""StabilityDamagePerAmmo"":15}",,,,,
0,"""Ammunition""","""AmmunitionBox""",36000,"""Ammo_AmmunitionBox_Ultra_AC10_half""",1,"""""",0.5,"""Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_UAC10""","""""","""""",4,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""UAC10Ammo: 4""]}","[{""CategoryID"":""a/a/a/uac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000011""}","""UltraAC""","""Generic""","""UAC10""","""UAC/10 Ammo""",true,1,"""Ammo UAC/10 [Half]""","""All""",[],"{""ExplosionDamagePerAmmo"":60,""StabilityDamagePerAmmo"":15}",,,,,
