category,description_cost,description_id,heatgenerated,instability,description_details,armordamagemodifier,criticaldamagemodifier,description_name,description_purchasable,description_rarity,description_uiname,heatgeneratedmodifier,hideifonlyvariant,isdamagemodifier,type,aibattlevalue,aoecapable,aoedamage,aoeheatdamage,aoerange,additionalimpactvfx,additionalimpactvfxscalex,additionalimpactvfxscaley,additionalimpactvfxscalez,colorchangerule,colorspeedchange,colorstable,damagepershot,fireterrainchance,heatdamagepershot,statuseffects,apcriticalchancemultiplier,apdamage,accuracymodifier,criticalchancemultiplier,damagemultiplier,flatjammingchance,refiremodifier,chassistagsaccuracymodifiers_unit_vtol,evasivepipsignored,amsdamage,shotswhenfired,aoeinstability,clearminefieldradius,firedurationwithoutforest,fireonsuccesshit,fireterraincellradius,fireterrainstrength,missilehealth,minefield_aoedamage,minefield_aoeheat,minefield_aoeinstability,minefield_aoerange,minefield_chance,minefield_count,minefield_damage,minefield_firedurationwithoutforest,minefield_fireonsuccesshit,minefield_fireterraincellradius,minefield_fireterrainchance,minefield_fireterrainstrength,minefield_heat,minefield_installcellrange,minefield_sfx,minefield_vfxmindistance,minefield_vfxprefab,minefield_statuseffects,directfiremodifier,amshitchance,canbeexhaustedat,maxmissradius,minmissradius,tempdesignmaskcellradius,tempdesignmaskonimpact,tempdesignmaskonimpactturns,longrange,maxrange,middlerange,projectilespeedmultiplier,shortrange,minrange,weaponeffectid,alwaysindirectvisuals,chassistagsaccuracymodifiers_unit_powerarmor,hitgenerator,canthitunaffecedbypathing,clusteringmodifier,distantvariance,streak,spreadrange,minefield_canthitunaffecedbypathing,unguided,hasshells,maxshellsdistance,minshellsdistance,projectilespershot,unseparateddamagemult,indirectfirecapable,shellsradius,aparmorshardsmod,apmaxarmorthickness,damagevariance,projectilescale_x,projectilescale_y,projectilescale_z,isdamagevariation,isstabilityvariation,distantvariancereversed,ammocategoryid,ammunitiontypeid
"""HeavyFlamer""",0,"""Ammunition_HeavyFlamer_Sticky""",0,,"""Heavy Flamer Ammo""",1,1,"""Heavy Flamer Ammo""",false,0,"""Sticky""",1,,1,"""Normal""",,,,,,,,,,,,,-5,1,-10,"[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.96"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""This mech is covered in burning napalm, which is keeping it hot."",""Icon"":""uixSvgIcon_shipUpgrade_power2"",""Id"":""Pirate-NAPALM-Effect"",""Name"":""On Fire""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":1,""stackLimit"":1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Debuff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""1.25"",""operation"":""Float_Multiply"",""statName"":""HeatGenerated"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""Weapon"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null},{""Description"":{""Details"":""YA BURNING!"",""Icon"":""uixSvgIcon_shipUpgrade_power2"",""Id"":""NAPALM-Burn-Effect"",""Name"":""Burning""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":1,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Debuff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Int32"",""modValue"":""-5"",""operation"":""Int_Add"",""statName"":""HeatSinkCapacity"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""NotSet"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null}]",,,,,,,,,,,,,,3,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LB10X""",0,"""Ammunition_LB10X""",0,,"""Large caliber cluster rounds capable of dealing heavy damage, and designed to be used in an LB 10-X.""",1,1,"""LB 10-X Ammo""",false,0,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LB10X""","""Normal"""
"""LB20X""",0,"""Ammunition_LB20X""",0,,"""Massive cluster rounds, designed for devastating impact, to be used in an LB 20-X.""",1,1,"""LB 20-X Ammo""",false,0,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LB20X""","""Normal"""
"""LB2X""",0,"""Ammunition_LB2X""",0,,"""Small caliber cluster ammunition designed for long range fire in an LB 2-X.""",1,1,"""LB 2-X Ammo""",false,0,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LB2X""","""Normal"""
"""LB5X""",0,"""Ammunition_LB5X""",0,,"""Moderate caliber cluster rounds, suitable for long range fire in an LB 5-X.""",1,1,"""LB 5-X Ammo""",false,0,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LB5X""","""Normal"""
"""LBX10""",0,"""Ammunition_LBX10_AOE""",0,,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""LBX/10 Ammo""",false,0,"""HE""",1,,1,"""Normal""",90,true,45,,45,,,,,,,,-45,,,,,,,,,0.16,,,,,,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LBX10""",0,"""Ammunition_LBX10_CLUSTER""",0,-12,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""LBX/10 Ammo""",false,0,"""Cluster""",1,,1,"""Normal""",60,,,,,,,,,,,,,,,,,,-1,0.5,1.15,,,-3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Cluster""",,,,,,,,true,120,90,9,0.8,,,,,,,,,,,,,
"""LBX10""",0,"""Ammunition_LBX10_SLUG""",0,,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""LBX/10 Ammo""",false,0,"""Slug""",1,,1,"""Normal""",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LBX10IntCluster""",0,"""Ammunition_LBX10IntCluster""",0,-12,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""LBX/10 Ammo""",false,0,"""Cluster""",1,,1,"""Normal""",60,,,,,,,,,,,,,,,,,,-1,0.5,1.15,,,-3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Cluster""",,,,,,,,true,120,90,9,0.8,,,,,,,,,,,,,
"""LBX10IntSlug""",0,"""Ammunition_LBX10IntSlug""",0,,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""LBX/10 Ammo""",false,0,"""Slug""",1,,1,"""Normal""",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LBX2""",0,"""Ammunition_LBX2_AOE""",0,,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""LBX/2 Ammo""",false,0,"""HE""",1,,1,"""Normal""",90,true,19,,19,,,,,,,,-19,,,,,,,,,0.08,,,,,,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LBX2""",0,"""Ammunition_LBX2_CLUSTER""",0,-3,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""LBX/2 Ammo""",false,0,"""Cluster""",1,,1,"""Normal""",60,,,,,,,,,,,,,,,,,,-1,0.5,1.15,,,-3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Cluster""",,,,,,,,true,120,150,1,0.8,,,,,,,,,,,,,
"""LBX2""",0,"""Ammunition_LBX2_SLUG""",0,,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""LBX/2 Ammo""",false,0,"""Slug""",1,,1,"""Normal""",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LBX20""",0,"""Ammunition_LBX20_AOE""",0,,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""LBX/20 Ammo""",false,0,"""HE""",1,,1,"""Normal""",90,true,75,,75,,,,,,,,-75,,,,,,,,,0.2,,,,,,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LBX20""",0,"""Ammunition_LBX20_CLUSTER""",0,-22,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""LBX/20 Ammo""",false,0,"""Cluster""",1,,1,"""Normal""",60,,,,,,,,,,,,0,,,,,,-1,0.5,1.15,,,-3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Cluster""",,,,,,,,true,120,60,9,0.8,,,,,,,,,,,,,
"""LBX20""",0,"""Ammunition_LBX20_SLUG""",0,,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""LBX/20 Ammo""",false,0,"""Slug""",1,,1,"""Normal""",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LBX20IntCluster""",0,"""Ammunition_LBX20IntCluster""",0,-22,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""LBX/20 Ammo""",false,0,"""Cluster""",1,,1,"""Normal""",60,,,,,,,,,,,,0,,,,,,-1,0.5,1.15,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Cluster""",,,,,,,,true,120,60,9,0.8,,,,,,,,,,,,,
"""LBX20IntSlug""",0,"""Ammunition_LBX20IntSlug""",0,,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""LBX/20 Ammo""",false,0,"""Slug""",1,,1,"""Normal""",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LBX5""",0,"""Ammunition_LBX5_AOE""",0,,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""LBX/5 Ammo""",false,0,"""HE""",1,,1,"""Normal""",90,true,33,,33,,,,,,,,-33,,,,,,,,,0.12,,,,,,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LBX5""",0,"""Ammunition_LBX5_CLUSTER""",0,-9,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""LBX/5 Ammo""",false,0,"""Cluster""",1,,1,"""Normal""",60,,,,,,,,,,,,,,,,,,-1,0.5,1.15,,,-3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Cluster""",,,,,,,,true,120,120,4,0.8,,,,,,,,,,,,,
"""LBX5""",0,"""Ammunition_LBX5_SLUG""",0,,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""LBX/5 Ammo""",false,0,"""Slug""",1,,1,"""Normal""",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LBX5IntCluster""",0,"""Ammunition_LBX5IntCluster""",0,-9,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""LBX/5 Ammo""",false,0,"""Cluster""",1,,1,"""Normal""",60,,,,,,,,,,,,,,,,,,-1,0.5,1.15,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Cluster""",,,,,,,,true,120,120,4,0.8,,,,,,,,,,,,,
"""LBX5IntSlug""",0,"""Ammunition_LBX5IntSlug""",0,,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""LBX/5 Ammo""",false,0,"""Slug""",1,,1,"""Normal""",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LGAUSS""",0,"""Ammunition_LGAUSS""",0,,null,1,1,"""Light Gauss Ammo""",false,0,"""STD""",1,true,1,"""Normal""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LMG""",0,"""Ammunition_LMG""",0,,"""Large bore belted ammunition for 'Mech-mounted machine guns.""",1,1,"""LMG Ammo""",false,0,"""STD""",1,true,1,"""Normal""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LMG""",0,"""Ammunition_LMG_AP""",0,,"""Large bore belted ammunition for 'Mech-mounted machine guns.""",2,1,"""LMG Ammo""",false,0,"""AP""",1,,0.5,"""Normal""",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LMG""",0,"""Ammunition_LMG_HE""",0,,"""Large bore belted ammunition for 'Mech-mounted machine guns.""",0.5,1,"""LMG Ammo""",false,0,"""HE""",1,,2,"""Normal""",70,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LMG""",0,"""Ammunition_LMG_Incendiary""",0,,"""Large bore belted ammunition for 'Mech-mounted machine guns.""",1,1,"""LMG Ammo""",false,0,"""Incendiary""",1,,1,"""Normal""",60,,,,,,,,,"""t0""",,"[{""C"":""#DC143C"",""I"":5}]",,0.01,1,"[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.98"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LMG""",0,"""Ammunition_LMG_Tracer""",0,,"""Large bore belted ammunition for 'Mech-mounted machine guns.""",1,1,"""LMG Ammo""",false,0,"""Tracer""",1,,1,"""Normal""",50,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRAC2""",0,"""Ammunition_LRAC2""",0,,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""Rotary AC/2 Ammo""",false,0,"""STD""",1,true,1,"""Normal""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRAC2""",0,"""Ammunition_LRAC2_AP""",0,,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""AC/2 Ammo""",false,0,"""AP""",1,,1,"""Normal""",,,,,,,,,,"""t0""",5,"[{""C"":""#EE82EE"",""I"":5}]",,,,,0.5,2,1,-0.5,0.6,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRAC2""",0,"""Ammunition_LRAC2_Caseless""",0,,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""Rotary AC/2 Ammo""",false,0,"""CL""",1,,1,"""Normal""",,,,,,,,,,"""t0""",5,"[{""C"":""#FAED39"",""I"":5}]",,,,,,,,,0.9,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRAC2""",0,"""Ammunition_LRAC2_Flak""",0,,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""AC/2 Ammo""",false,0,"""Flak""",1,,1,"""Normal""",,,,,,,,,,"""t0""",5,"[{""C"":""#F3F34A"",""I"":5}]",,,,,,,2,,0.5,0.04,,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
"""LRAC2""",0,"""Ammunition_LRAC2_Incendiary""",0,,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""AC/2 Ammo""",false,0,"""Incendiary""",1,,1,"""Normal""",90,,,,,,,,,"""t0""",5,"[{""C"":""#DC143C"",""I"":5}]",,0.1,4,"[{""Description"":{""Details"":""This unit is coated with burning chemicals."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_InfernoRLHeat"",""Name"":""INFERNO""},""durationData"":{""clearedWhenAttacked"":false,""duration"":1,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""1"",""operation"":""Int_Subtract"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.97"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,0.4,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRAC2""",0,"""Ammunition_LRAC2_Precision""",0,,"""Small caliber ammunition designed for long range fire in an AC/2.""",1,1,"""AC/2 Ammo""",false,0,"""Precision""",1,,1,"""Normal""",,,,,,,,,,"""t0""",5,"[{""C"":""#0000CD"",""I"":5}]",,,,,,,,,,0.04,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRAC5""",0,"""Ammunition_LRAC5""",0,,"""Moderate caliber rounds, suitable for long range fire in an AC/5.""",1,1,"""Rotary AC/5 Ammo""",false,0,"""STD""",1,true,1,"""Normal""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRAC5""",0,"""Ammunition_LRAC5_AP""",0,,"""Moderate caliber rounds, suitable for long range fire in an AC/5.""",1,1,"""AC/5 Ammo""",false,0,"""AP""",1,,1,"""Normal""",,,,,,,,,,"""t0""",5,"[{""C"":""#EE82EE"",""I"":5}]",,,,,0.5,4,1,-0.5,0.6,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRAC5""",0,"""Ammunition_LRAC5_Caseless""",0,,"""Moderate caliber rounds, suitable for long range fire in an AC/5.""",1,1,"""Rotary AC/5 Ammo""",false,0,"""CL""",1,,1,"""Normal""",,,,,,,,,,"""t0""",5,"[{""C"":""#FAED39"",""I"":5}]",,,,,,,,,0.9,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRAC5""",0,"""Ammunition_LRAC5_Flak""",0,,"""Moderate caliber rounds, suitable for long range fire in an AC/5.""",1,1,"""AC/5 Ammo""",false,0,"""Flak""",1,,1,"""Normal""",,,,,,,,,,"""t0""",5,"[{""C"":""#F3F34A"",""I"":5}]",,,,,,,1,,0.5,0.04,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
"""LRAC5""",0,"""Ammunition_LRAC5_Incendiary""",0,,"""Moderate caliber rounds, suitable for long range fire in an AC/5.""",1,1,"""AC/5 Ammo""",false,0,"""Incendiary""",1,,1,"""Normal""",90,,,,,,,,,"""t0""",5,"[{""C"":""#DC143C"",""I"":5}]",,0.18,10,"[{""Description"":{""Details"":""This unit is coated with burning chemicals."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_InfernoRLHeat"",""Name"":""INFERNO""},""durationData"":{""clearedWhenAttacked"":false,""duration"":1,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""2"",""operation"":""Int_Subtract"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.96"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,0.4,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRAC5""",0,"""Ammunition_LRAC5_Precision""",0,,"""Moderate caliber rounds, suitable for long range fire in an AC/5.""",1,1,"""AC/5 Ammo""",false,0,"""Precision""",1,,1,"""Normal""",,,,,,,,,,"""t0""",5,"[{""C"":""#0000CD"",""I"":5}]",,,,,,,,,,0.04,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRM""",0,"""Ammunition_ILRM""",0,,"""Long range missiles, inferno.""",1,1,"""Incendiary LRM Ammo""",false,0,"""Incendiary""",1,,1,"""Normal""",90,,,,,,,,,"""t0""",5,"[{""C"":""#565B5B"",""I"":5}]",,0.095,1,"[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.98"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,0,,0.5,,,,,,,,,1,true,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
