ammocategory,battlevalue,category,componentsubtype,componenttype,damage,description_cost,description_id,heatdamage,heatgenerated,instability,inventorysize,prefabidentifier,rangesplit,tonnage,description_details,aoecapable,accuracymodifier,allowedlocations,attackrecoil,bonusvaluea,bonusvalueb,canthitunaffecedbypathing,componenttags_items,componenttags_tagsetsourcefile,criticalchancemultiplier,criticalcomponent,custom_category,custom_flags,damagevariance,description_icon,description_manufacturer,description_model,description_name,description_purchasable,description_rarity,description_uiname,disallowedlocations,evasivedamagemultiplier,evasivepipsignored,fireonsuccesshit,fireterrainchance,indirectfirecapable,maxrange,minrange,overheateddamagemultiplier,projectilespershot,refiremodifier,shotswhenfired,startingammocapacity,type,weaponeffectid,weaponsubtype,statuseffects,ammocategoryid,custom_bonusdescriptions,missilehealth,amsshootseveryattack,aparmorshardsmod,apcriticalchancemultiplier,apmaxarmorthickness,auras,custom_inventorysorter,isaams,isams,modes,notuseinmelee,improvedballistic,additionalimpactvfx,additionalimpactvfxscalex,additionalimpactvfxscaley,additionalimpactvfxscalez,colorchangerule,colorstable,custom_componentexplosion,projectilescale_x,projectilescale_y,projectilescale_z,weaponcategoryid,ballisticdamageperpallet,damagenotdivided,distantvariance,distantvariancereversed,firedelaymultiplier,isdamagevariation,isheatvariation,isstabilityvariation,volleydivisor,cooldown,custom_armorrepair,custom_color,custom_linked,custom_workordercosts,structuredamage,canexplode,additionaldata,custom_lootable,damageonjamming,amshitchance,aoeeffectsfalloff,projectilespeedmultiplier,amsimmune,aoedamage,aoeinstability,aoerange,directfiremodifier,aoeheatdamage,alwaysindirectvisuals,hitgenerator,streak,clearminefieldradius,fireterraincellradius,fireterrainstrength,chassistagsaccuracymodifiers_unit_vtol,unguided,deferredeffect_aoedamage,deferredeffect_aoeheatdamage,deferredeffect_aoeinstability,deferredeffect_aoerange,deferredeffect_firedurationwithoutforest,deferredeffect_fireterraincellradius,deferredeffect_fireterrainchance,deferredeffect_fireterrainstrength,deferredeffect_rangecolor,deferredeffect_sfx,deferredeffect_terrainvfx,deferredeffect_terrainvfxscale,deferredeffect_vfx,deferredeffect_vfxtime,deferredeffect_damageapplytime,deferredeffect_id,deferredeffect_rounds,deferredeffect_statuseffects,deferredeffect_statuseffectsrangefalloff,deferredeffect_sticky,deferredeffect_tempdesignmask,deferredeffect_tempdesignmaskcellradius,deferredeffect_text,deferredeffect_waitvfx,alternatedamagecalc,disableclustering,chassistagsaccuracymodifiers_unit_powerarmor,clusteringmodifier,missilevolleyintervalmultiplier,missilevolleysize,statuseffectsperhit,spreadrange,colorspeedchange,flatjammingchance,shotsperammo,apdamage,gunneryjammingbase,gunneryjammingmult,evasivepipsmods_damage,evasivepipsmods_generatedheat,evasivepipsmods_instablility,firedurationwithoutforest,armordamagemodifier,custom_activatablecomponent,custom_armactuator,isdamagemodifier,custom_handheld,custom_mechconfiguration,evasivepipsmods_apcriticalchancemultiplier,evasivepipsmods_accuracymodifier,evasivepipsmods_criticalchancemultiplier,evasivepipsmods_flatjammingchance,evasivepipsmods_refiremodifier,custom_criticaleffects,custom_vehiclecriticaleffects,destroyonjamming,iffdef
"""NotSet""",0,"""Energy""","""Weapon""","""Weapon""",9,1200000,"""Weapon_Flamer_Prometheus""",11,9,0,1,"""Flamer""","[60,90,120]",1,"""This is the most powerful Fusion Powered Flamer known, capable of producing a flame hot enough to melt even the toughest armour. It is capable to ignite a targets Armor, leaving it burning for 2 turns. Stacks 4 times and refreshes duration on hit.""",false,0,"""All""",0,"""+ 5 Dmg(H)|""","""X3 Bonus vs Overheat.""",true,"[""component_type_variant"",""component_type_variant3"",""range_close"",""BLACKLISTED""]","""""",0.1,false,"[{""CategoryID"":""w/e/p/flamer""}]",,0,"""dragon-breath""","""Prometheus""","""Heavy Flamethrower""","""Flamer Prometheus""",true,5,"""Flamer Prometheus""","""All""",0,0,true,1,false,180,0,1.25,1,0,1,0,"""Flamer""","""WeaponEffect-Weapon_Flamer""","""Flamer""","[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.96"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""Melted Armor generates ongoing heat"",""Icon"":""uixSvgIcon_shipUpgrade_power2"",""Id"":""Prometheus-Burn-Effect"",""Name"":""Prometheus Flame""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":4,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Int32"",""modValue"":""-5"",""operation"":""Int_Add"",""statName"":""HeatSinkCapacity"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""NotSet"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,"{""Bonuses"":[""OHDamage: 25%"",""Inferno: +5"",""AlwaysStartsFire"",""DmgFallOff: 20%"",""AccuracyUnit: Battle Armor"",""AccuracyUnit2: +5"",""NoAA""]}",,,0.1,0.01,1,,"{""SortKey"":""02001""}",,,,,,,,,,,,,,,,,,,0.2,false,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""HeavyFlamer""",15,"""Energy""","""Weapon""","""Weapon""",20,350000,"""Weapon_Flamer_Heavy_Vehicle""",20,15,2,2,"""Flamer""","[90,120,150]",1,"""The Vehicle Flamer performs the same as a 'Mech-mounted Flamer, venting superheated gases at a target to cause it to overheat/burn up. As most non-'Mech combat units lack expensive fusion reactors do Vehicle Flamers draw from a pool of combusting ''ammunition'' instead. <b><color=#F79232>Uses Heavy Flamer Ammo.</color></b>""",false,0,"""All""",0,"""+Dmg|+Range|""","""X2 Bonus vs Overheat.""",true,"[""component_type_stock"",""range_close""]","""""",0.1,false,"[{""CategoryID"":""w/e/p/aflamer""}]",,0,"""pyromaniac""","""GM Flashpoint""","""Heavy Vehicle Flamer""","""Heavy Flamer""",true,5,"""Heavy Flamer""","""All""",0,0,true,1,false,240,0,1.35,1,0,1,0,"""Flamer""","""WeaponEffect-Weapon_Flamer""","""Flamer""",[],,"{""Bonuses"":[""AmmoPerShot: 2"",""DmgFallOff: 40%"",""OHDamage: +35%"",""AlwaysStartsFire"",""NoAA"",""AccuracyUnit: Battle Armor"",""AccuracyUnit2: +5""]}",,,0.1,0.01,1,,"{""SortKey"":""02001""}",,,,,,,,,,,,,,,,,,,0.4,false,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,
"""HeavyFlamer""",5,"""Energy""","""Weapon""","""Weapon""",10,350000,"""Weapon_Flamer_Vehicle""",10,9,1,1,"""Flamer""","[60,90,120]",0.5,"""The Vehicle Flamer performs the same as a 'Mech-mounted Flamer, venting superheated gases at a target to cause it to overheat/burn up. As most non-'Mech combat units lack expensive fusion reactors do Vehicle Flamers draw from a pool of combusting ''ammunition'' instead. <b><color=#F79232>Uses Heavy Flamer Ammo.</color></b>""",false,0,"""All""",0,"""+Dmg|+Range|""","""X2 Bonus vs Overheat.""",true,"[""component_type_stock"",""range_close""]","""""",0.1,false,"[{""CategoryID"":""w/e/p/aflamer""}]",,0,"""pyromaniac""","""GM Flashpoint""","""Heavy Vehicle Flamer""","""Vehicle Flamer""",true,5,"""Vehicle Flamer""","""All""",0,0,true,1,false,180,0,1.35,1,0,1,0,"""Flamer""","""WeaponEffect-Weapon_Flamer""","""Flamer""",[],,"{""Bonuses"":[""AlwaysStartsFire"",""DmgFallOff: 40%"",""OHDamage: 35%"",""NoAA"",""AccuracyUnit: Battle Armor"",""AccuracyUnit2: +5""]}",,,0.1,0.01,1,,"{""SortKey"":""02001""}",,,,,,,,,,,,,,,,,,,0.4,false,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",20,"""Energy""","""Weapon""","""Weapon""",12,322000,"""Weapon_Flamer_JuryRigged""",16,10,0,2,"""Flamer""","[120,180,240]",1,"""The barrel of this flamer has been crimped at the end, probably in some moronic attempt to make it shoot farther.  You'll be lucky if it doesn't just blow up in your face.""",false,1,"""All""",0,"""Unknown""","""""",true,"[""component_type_stock"",""range_close""]","""""",0.1,false,"[{""CategoryID"":""w/e/p/flamer""}]","{""flags"":[""not_broken"",""not_destroyed""]}",10,"""dragon-breath""","""Skylight""","""Long Range Flamethrower""","""Pirate Flamer""",true,2,"""Flamer (P)""","""All""",0,1,true,1,false,360,0,1.25,1,1,1,0,"""Flamer""","""WeaponEffect-Weapon_Flamer""","""Flamer""","[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.96"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,"{""Bonuses"":[""WpnRecoil: 1"",""WpnAccuracy: -1"",""PipsIgnored: 1"",""VariableDmg: 10"",""OHDamage: 25%"",""DmgFallOff: 10%"",""NoAA"",""AccuracyUnit: Battle Armor"",""AccuracyUnit2: +5"",""AlwaysStartsFire""]}",,,0.1,0.01,1,,"{""SortKey"":""02001""}",,,,,,,,,,,,,,,,,,,0.1,false,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",15,"""Energy""","""Weapon""","""Weapon""",13,180000,"""Weapon_Flamer_JuryRigged_Cockpit""",15,5,0,1,"""Flamer""","[60,60,90]",1,"""Boss, I don't know what this is, but some jokester welded a flamer onto the cockpit, and hotwired a heat bank into it that runs through a coffee machine. This can only be installed in the head.""",false,0,"""Head""",0,"""Flame Breath!""","""Bonus WHEN overheat""",true,"[""component_type_stock"",""range_close""]","""""",0.1,false,"[{""CategoryID"":""w/e/p/flamer""}]","{""flags"":[""not_broken"",""not_destroyed""]}",5,"""dragon-breath""","""Real Joker""","""Pirate Flamethrower Cockpit""","""Pirate Cockpit""",true,0,"""Flame Breath""","""All""",0,1,true,1,false,120,0,1.35,1,2,1,0,"""Flamer""","""WeaponEffect-Weapon_Flamer""","""Flamer""","[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.96"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""Has a Flame Breath."",""Icon"":""uixSvgIcon_equipment_HeatBank"",""Id"":""StatusEffect-Heat_Max-FB"",""Name"":""MAX HEAT INCREASED""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""2"",""operation"":""Int_Add"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}}]",,"{""Bonuses"":[""WpnRecoil: 2"",""VariableDmg: 5"",""PipsIgnored: 1"",""HeatPerTurn: -2"",""OHDamage: 75%"",""DmgFallOff: 35%"",""AccuracyUnit: Battle Armor"",""AccuracyUnit2: +5"",""NoAA"",""AlwaysStartsFire""]}",,,0.1,0.01,1,,"{""SortKey"":""02001""}",,,,,,,,,,,,,,,,,,,0.2,false,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",16,"""Energy""","""Weapon""","""Weapon""",10,64000,"""Weapon_Flamer_ER_CLAN""",10,12,0,1,"""Flamer""","[120,150,210]",1,"""The Extended Range Flamer (or ER Flamer) is a longer-range, weaker version of the fusion-based Flamer. First developed by Clan Jade Falcon and introduced to the Inner Sphere by the Federated Suns, the Extended Range Flamer uses tighter magnetic coils and a narrower muzzle diameter to increase the weapon's range.""",false,0,"""All""",0,"""""","""""",true,"[""component_type_stock"",""range_standard""]","""""",0.1,false,"[{""CategoryID"":""w/e/p/flamer""}]",,0,"""dragon-breath""","""CLAN""","""Fusion Flamethrower""","""Flamer (C)""",true,10,"""ER Flamer (C)""","""All""",0,1,true,1,false,300,0,1.15,1,0,1,0,"""Flamer""","""WeaponEffect-Weapon_Flamer""","""Flamer""","[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.96"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,"{""Bonuses"":[""PipsIgnored: 1"",""OHDamage: 15%"",""AlwaysStartsFire"",""DmgFallOff: 15%"",""AccuracyUnit: Battle Armor"",""AccuracyUnit2: +5"",""NoAA""]}",,,0.1,0.01,1,,"{""SortKey"":""02001""}",,,,,,,,,,,,,,,,,,,0.15,false,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",9,"""Energy""","""Weapon""","""Weapon""",10,64000,"""Weapon_Flamer_Flamer_CLAN""",10,9,0,1,"""Flamer""","[60,90,120]",0.5,"""Flamer weapons are unique in that they deal little physical damage but instead expel superheated plasma, applying substantial heat to their target. When done properly, this can hamper enemy return fire or even cause the targeted unit to shut down from overheating.""",false,0,"""All""",0,"""""","""""",true,"[""component_type_stock"",""range_close""]","""""",0.1,false,"[{""CategoryID"":""w/e/p/flamer""}]",,0,"""dragon-breath""","""CLAN""","""Fusion Flamethrower""","""Flamer (C)""",true,10,"""Flamer (C)""","""All""",0,1,true,1,false,180,0,1.2,1,0,1,0,"""Flamer""","""WeaponEffect-Weapon_Flamer""","""Flamer""","[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.96"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,"{""Bonuses"":[""PipsIgnored: 1"",""OHDamage: 20%"",""AlwaysStartsFire"",""DmgFallOff: 20%"",""AccuracyUnit: Battle Armor"",""AccuracyUnit2: +5"",""NoAA""]}",,,0.1,0.01,1,,"{""SortKey"":""02001""}",,,,,,,,,,,,,,,,,,,0.2,false,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""HeavyFlamer""",15,"""Energy""","""Weapon""","""Weapon""",20,38000,"""Weapon_Flamer_Heavy_Pirate""",15,5,2,2,"""Flamer""","[80,120,190]",1,"""Someone took a heavy vehicle flamer and removed the igniter on several of the sprayer's sub-nozzles so they just spray liquid. There's also a recipe for a custom fuel mix etched onto the tank. It looks pretty legit, except that I doubt ''the blood of your enemies'' is strictly required. <b><color=#F79232>Uses Heavy Flamer Ammo.</color></b> <b><color=#099ff2>VOLATILE!</color></b>""",false,0,"""All""",0,"""Target's heat generation +25% for 2 turns.""","""-5 heat sinking for 2 turns, stacks.""",true,"[""component_type_stock"",""range_standard""]","""""",0.1,false,"[{""CategoryID"":""w/e/p/aflamer""}]","{""flags"":[""not_broken"",""not_destroyed""]}",5,"""pyromaniac""","""GM Flashpoint""","""Heavy Flamer (P)""","""Heavy Flamer (P)""",true,5,"""Heavy Flamer (P)""","""All""",0,0,true,,false,280,0,1.25,1,0,1,0,"""Flamer""","""WeaponEffect-Weapon_Flamer""","""Flamer""","[{""Description"":{""Details"":""This unit is coated with burning chemicals. It will gain 15 heat on its next activation."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_PirateHeavyFlamer"",""Name"":""Tastes Like Burning""},""durationData"":{""clearedWhenAttacked"":false,""duration"":1,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""-5"",""operation"":""Int_Add"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,"{""Bonuses"":[""AmmoPerShot: 2"",""Inferno: 5"",""OHDamage: 25%"",""DmgFallOff: 50%"",""AlwaysStartsFire"",""NoAA"",""AccuracyUnit: Battle Armor"",""AccuracyUnit2: +5"",""ExplodiumFlat: 15%""]}",,,0.1,0.01,1,,"{""SortKey"":""02001""}",,,,,,,,,,,,"{""ExplosionDamagePerAmmo"":20,""HeatDamagePerAmmo"":20,""StabilityDamagePerAmmo"":2}",,,,,,,0.5,false,,true,true,true,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,0.5,,5,0.03,,,,,,,,,,,,,,,,,,,
"""NotSet""",0,"""Energy""","""Weapon""","""Weapon""",3,30000,"""Weapon_Flamer_Flamer_2-Olympus""",3,9,0,1,"""Flamer""","[60,90,120]",1,"""Flamer weapons are unique in that they deal little physical damage but instead expel superheated plasma, applying substantial heat to their target. When done properly, this can hamper enemy return fire or even cause the targeted unit to shut down from overheating.""",false,-1,"""All""",0,"""+ 5 Dmg. (H)""","""+ 1 Accuracy.""",true,"[""component_type_variant"",""component_type_variant2"",""range_close"",""BLACKLISTED""]","""""",0.1,false,"[{""CategoryID"":""w/e/p/flamer""}]",,0,"""dragon-breath""","""Olympus""","""Heat Damage Flamethrower""","""Flamer (Deprecated)""",true,4,"""Flamer (Deprecated)""","""All""",0,1,true,,false,180,0,1.2,1,0,3,0,"""Flamer""","""WeaponEffect-Weapon_Flamer""","""Flamer""",[],,"{""Bonuses"":[""PipsIgnored: 1"",""WpnAccuracy: +1"",""OHDamage: 20%"",""AlwaysStartsFire"",""DmgFallOff: 30%"",""AccuracyUnit: Battle Armor"",""AccuracyUnit2: +10"",""NoAA""]}",,,0.1,0.01,1,,"{""SortKey"":""02001""}",,,,,,,,,,,,,,,,,,,0.3,false,0.12,true,true,true,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",6,"""Energy""","""Weapon""","""Weapon""",9,22000,"""Weapon_Flamer_Flamer_1-Hotshot""",9,7,0,1,"""Flamer""","[60,90,120]",1,"""Flamer weapons are unique in that they deal little physical damage but instead expel superheated plasma, applying substantial heat to their target. When done properly, this can hamper enemy return fire or even cause the targeted unit to shut down from overheating.""",false,-1,"""All""",0,"""""","""""",true,"[""component_type_variant"",""component_type_variant1"",""range_close""]","""""",0.1,false,"[{""CategoryID"":""w/e/p/flamer""}]",,0,"""dragon-breath""","""Hotshot""","""Heat Damage Flamethrower""","""Flamer Hotshot""",true,2,"""Flamer Hotshot""","""All""",0,1,true,1,false,180,0,1.2,1,0,1,0,"""Flamer""","""WeaponEffect-Weapon_Flamer""","""Flamer""","[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.96"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,"{""Bonuses"":[""WpnAccuracy: +1"",""PipsIgnored: 1"",""OHDamage: 20%"",""AlwaysStartsFire"",""DmgFallOff: 30%"",""AccuracyUnit: Battle Armor"",""AccuracyUnit2: +5"",""NoAA""]}",,,0.1,0.01,1,,"{""SortKey"":""02001""}",,,,,,,,,,,,,,,,,,,0.3,false,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",6,"""Energy""","""Weapon""","""Weapon""",10,20000,"""Weapon_Flamer_Flamer_0-STOCK""",10,9,0,1,"""Flamer""","[60,90,120]",1,"""Flamer weapons are unique in that they deal little physical damage but instead expel superheated plasma, applying substantial heat to their target. When done properly, this can hamper enemy return fire or even cause the targeted unit to shut down from overheating.""",false,0,"""All""",0,"""""","""""",true,"[""component_type_stock"",""range_close""]","""""",0.1,false,"[{""CategoryID"":""w/e/p/flamer""}]",,0,"""dragon-breath""","""Skylight""","""Heat Damage Flamethrower""","""Flamer""",true,0,"""Flamer""","""All""",0,1,true,1,false,180,0,1.2,1,0,1,0,"""Flamer""","""WeaponEffect-Weapon_Flamer""","""Flamer""","[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.96"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,"{""Bonuses"":[""PipsIgnored: 1"",""OHDamage: 20%"",""AlwaysStartsFire"",""DmgFallOff: 30%"",""AccuracyUnit: Battle Armor"",""AccuracyUnit2: +5"",""NoAA""]}",,,0.1,0.01,1,,"{""SortKey"":""02001""}",,,,,,,,,,,,,,,,,,,0.3,false,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
